danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
0.621,0.923,2,-3.124,0,0.0321,0.00645,7.28e-05,0.108,0.716,127.973,256213,4,swedish pop
0.812,0.968,0,-3.758,1,0.0421,0.161,0.0,0.0661,0.706,130.093,213920,4,europop
0.668,0.772,9,-5.4,0,0.0307,0.123,0.0,0.341,0.911,118.011,241000,4,europop
0.598,0.86,0,-2.398,0,0.0336,0.0188,3.95e-05,0.371,0.827,130.027,176053,4,europop
0.506,0.955,6,-3.307,1,0.04,0.00907,0.0,0.211,0.812,160.11,182627,4,swedish pop
0.61,0.674,2,-6.406,0,0.0331,0.019,0.000346,0.0366,0.751,94.969,226773,4,swedish pop
0.795,0.637,5,-6.846,0,0.0589,0.0288,0.0,0.299,0.785,113.016,179133,4,swedish pop
0.783,0.971,2,-3.707,1,0.0837,0.212,2.66e-05,0.0427,0.745,131.013,182773,4,europop
0.629,0.724,7,-6.335,0,0.032,0.0138,9.71e-05,0.142,0.513,105.009,198625,4,swedish pop
0.6,0.785,0,-2.869,1,0.0727,0.000566,0.0,0.0994,0.832,125.015,182323,4,europop
0.687,0.537,10,-7.639,1,0.0305,0.561,0.0,0.107,0.264,120.023,257160,4,europop
0.64,0.81,4,-10.19,1,0.033,0.031,2.22e-06,0.0492,0.804,122.868,247293,4,new wave pop
0.518,0.679,11,-5.406,0,0.0355,0.079,4.85e-05,0.0588,0.106,132.146,214133,4,swedish pop
0.67,0.866,1,-3.684,1,0.0538,0.0115,0.0,0.358,0.636,140.029,206480,4,europop
0.899,0.857,0,-6.128,0,0.037,0.0499,0.0299,0.112,0.961,125.072,215533,4,new wave pop
0.577,0.845,2,-3.003,1,0.0521,0.0781,0.0,0.114,0.458,137.992,184320,4,swedish pop
0.56,0.604,8,-8.732,1,0.0866,0.315,1.12e-06,0.176,0.75,84.784,281574,4,sufi
0.647,0.792,2,-9.815,1,0.0373,0.00536,5.82e-05,0.054,0.306,132.032,304089,4,sufi
0.589,0.885,4,-3.4,1,0.035,0.545,0.0,0.132,0.831,91.01,586076,4,filmi
0.734,0.903,0,-3.972,0,0.0649,0.432,0.00569,0.2,0.712,102.009,341147,4,sufi
0.458,0.34,5,-14.309,1,0.0333,0.774,2.01e-05,0.0799,0.516,151.979,291400,4,sufi
0.545,0.343,5,-13.671,0,0.0438,0.207,0.0,0.124,0.416,103.961,365924,4,filmi
0.399,0.907,8,-2.945,1,0.219,0.32,0.0,0.346,0.797,196.296,322443,3,sufi
0.559,0.318,9,-11.106,0,0.0317,0.857,1.88e-06,0.11,0.684,80.242,287840,4,sufi
0.738,0.823,1,-6.966,0,0.0658,0.00992,0.00627,0.0871,0.923,137.0,368480,4,filmi
0.494,0.716,11,-6.816,1,0.0675,0.377,6.03e-06,0.0839,0.532,89.479,244369,4,modern bollywood
0.646,0.562,11,-9.157,0,0.0331,0.523,0.0021,0.104,0.488,100.0,392526,1,sufi
0.7,0.687,2,-9.292,1,0.0504,0.503,1.2e-05,0.057,0.815,136.028,437693,4,sufi
0.37,0.222,8,-13.437,1,0.0376,0.944,0.087,0.284,0.392,113.691,201347,4,sufi
0.602,0.474,10,-6.3,1,0.0247,0.731,0.0,0.112,0.482,92.07,217902,4,sufi
0.484,0.788,4,-7.625,0,0.0565,0.69,0.0132,0.0939,0.741,171.973,295158,4,sufi
0.506,0.315,4,-10.438,1,0.0316,0.979,5.73e-05,0.626,0.398,110.703,298580,4,sufi
0.394,0.517,3,-11.817,1,0.0714,0.362,2.26e-06,0.129,0.646,157.333,322067,3,sufi
0.649,0.716,7,-3.936,1,0.0384,0.268,4.51e-06,0.603,0.639,86.949,230948,4,sufi
0.528,0.477,3,-10.454,1,0.0358,0.978,0.557,0.112,0.422,111.511,234240,4,sufi
0.492,0.486,9,-10.32,1,0.0558,0.673,6.24e-06,0.238,0.783,134.353,426507,4,sufi
0.76,0.555,7,-10.165,1,0.0465,0.409,0.213,0.0822,0.52,98.066,223028,4,sufi
0.477,0.636,8,-8.334,0,0.0356,0.865,0.00226,0.208,0.707,84.547,329640,4,sufi
0.557,0.327,4,-13.651,1,0.0273,0.844,0.000732,0.118,0.61,98.225,297707,4,sufi
0.661,0.704,4,-12.395,1,0.05,0.0746,0.00265,0.0815,0.703,90.052,278867,4,sufi
0.434,0.551,9,-8.396,0,0.0307,0.658,0.0,0.0749,0.582,110.23,273357,4,sufi
0.343,0.373,7,-9.363,0,0.0607,0.745,1.2e-05,0.14,0.252,92.957,271379,5,sufi
0.444,0.469,6,-9.624,0,0.0307,0.747,0.000152,0.238,0.862,126.693,260427,4,sufi
0.606,0.669,2,-8.774,0,0.234,0.0587,0.0,0.136,0.562,79.383,141552,4,sufi
0.512,0.479,4,-10.765,0,0.0378,0.765,1.79e-05,0.0648,0.856,97.205,303960,4,sufi
0.639,0.645,4,-8.088,0,0.0397,0.452,0.000175,0.108,0.336,140.025,293813,4,sufi
0.805,0.742,0,-6.366,0,0.0396,0.0578,0.000482,0.361,0.717,111.981,354240,4,filmi
0.655,0.729,11,-11.116,0,0.0663,0.21,7.36e-06,0.268,0.889,124.381,383376,4,filmi
0.755,0.594,9,-14.46,1,0.0549,0.216,0.000328,0.0781,0.683,141.946,302572,4,filmi
0.544,0.26,8,-10.868,0,0.0547,0.778,7.02e-06,0.117,0.925,123.392,207786,4,sufi
0.794,0.977,10,-5.637,1,0.178,0.526,0.00196,0.0616,0.687,150.008,303133,4,sufi
0.725,0.848,2,-4.724,1,0.0524,0.0787,9.16e-05,0.104,0.781,123.021,199265,4,filmi
0.622,0.779,9,-5.799,1,0.037,0.102,0.000934,0.145,0.761,100.013,249661,4,sufi
0.716,0.832,10,-6.131,1,0.062,0.0189,1.17e-06,0.305,0.742,89.982,279373,4,modern bollywood
0.633,0.691,5,-5.851,1,0.0557,0.329,0.000211,0.134,0.57,80.002,427547,4,modern bollywood
0.581,0.977,8,-9.84,1,0.163,0.0124,0.126,0.691,0.28,135.024,476453,4,filmi
0.377,0.147,6,-15.412,1,0.0401,0.897,1.71e-05,0.122,0.178,138.749,312080,3,filmi
0.727,0.388,6,-11.828,1,0.0437,0.133,0.0,0.0698,0.582,95.018,334550,4,filmi
0.837,0.351,11,-14.189,1,0.0491,0.193,1.46e-06,0.35,0.462,124.011,326960,4,filmi
0.8,0.751,0,-5.554,1,0.049,0.568,0.0,0.219,0.604,102.021,233011,4,filmi
0.752,0.67,6,-10.641,0,0.0465,0.306,0.000528,0.729,0.748,110.696,336118,4,filmi
0.57,0.288,10,-16.153,0,0.0351,0.958,0.453,0.0817,0.72,131.731,469907,4,sufi
0.829,0.665,2,-8.128,1,0.0868,0.242,1.75e-05,0.123,0.861,122.043,275931,4,modern bollywood
0.756,0.661,2,-5.769,0,0.0972,0.187,6.26e-06,0.0774,0.635,88.001,226784,4,filmi
0.504,0.554,1,-12.085,1,0.0356,0.347,1.36e-05,0.0963,0.386,140.005,253773,4,filmi
0.701,0.681,9,-6.442,1,0.0466,0.134,0.0,0.064,0.81,122.539,229576,4,sufi
0.413,0.336,11,-10.792,1,0.0362,0.916,0.00277,0.118,0.533,149.237,391067,4,filmi
0.796,0.856,7,-8.154,1,0.0666,0.153,1.06e-05,0.311,0.864,109.979,283376,4,modern bollywood
0.659,0.776,10,-8.0,0,0.0373,0.0268,0.0674,0.197,0.669,100.247,309000,4,filmi
0.662,0.4,9,-11.244,1,0.0651,0.568,5.99e-05,0.0682,0.541,91.936,326008,4,filmi
0.735,0.948,10,-6.766,0,0.0456,0.427,0.0105,0.066,0.525,124.031,245760,4,filmi
0.743,0.616,5,-8.798,0,0.0354,0.154,1.92e-05,0.125,0.758,91.981,287823,4,filmi
0.483,0.468,8,-7.642,1,0.0341,0.785,0.0,0.152,0.319,135.864,247941,4,modern bollywood
0.331,0.235,4,-13.816,0,0.0411,0.891,2.98e-06,0.107,0.252,82.511,275504,4,filmi
0.772,0.886,2,-8.111,1,0.117,0.0896,0.0,0.0262,0.762,110.689,270498,4,filmi
0.7,0.343,2,-10.474,1,0.0308,0.767,0.0,0.0789,0.488,137.864,315173,4,filmi
0.662,0.598,7,-7.753,1,0.0459,0.43,3.68e-06,0.0879,0.653,94.025,152277,4,filmi
0.507,0.294,9,-14.474,0,0.0572,0.963,0.131,0.171,0.845,138.351,235333,4,sufi
0.626,0.414,0,-9.245,1,0.0426,0.416,2.14e-05,0.117,0.15,61.016,313028,4,filmi
0.465,0.526,0,-6.529,0,0.0491,0.958,0.201,0.0419,0.595,149.581,258360,4,filmi
0.448,0.264,6,-13.787,1,0.0319,0.983,0.33,0.118,0.695,93.992,283360,3,filmi
0.789,0.496,4,-11.669,0,0.0387,0.132,0.0,0.12,0.96,120.035,285093,4,filmi
0.611,0.327,3,-15.109,1,0.0352,0.555,0.0,0.108,0.431,97.016,312033,3,filmi
0.686,0.586,7,-10.026,1,0.115,0.788,0.0378,0.196,0.579,136.685,331267,4,filmi
0.866,0.47,0,-15.404,1,0.127,0.0518,0.00584,0.101,0.52,119.834,323344,4,filmi
0.64,0.492,6,-9.308,1,0.039,0.543,1.32e-06,0.0953,0.796,149.901,318787,1,filmi
0.831,0.794,2,-3.701,0,0.0752,0.705,3.4e-05,0.0978,0.735,118.075,215787,4,filter house
0.642,0.832,5,-7.829,0,0.0444,0.121,0.606,0.411,0.812,112.857,280240,4,filter house
0.859,0.848,1,-5.842,1,0.216,0.0292,0.00151,0.304,0.61,123.937,294720,5,filter house
0.698,0.558,8,-10.294,0,0.178,0.184,0.000105,0.0649,0.606,120.043,185260,4,new french touch
0.818,0.682,2,-7.885,1,0.0532,0.0122,9.33e-06,0.212,0.706,116.006,212320,4,filter house
0.654,0.772,1,-6.929,0,0.0549,0.139,0.000618,0.118,0.508,118.384,201107,4,filter house
0.724,0.682,4,-8.038,1,0.0294,0.0639,0.0746,0.0952,0.963,115.391,363868,4,filter house
0.549,0.814,4,-7.334,1,0.0406,0.0101,0.862,0.157,0.205,124.975,182400,4,filter house
0.865,0.865,1,-5.737,1,0.0461,0.0723,0.0165,0.109,0.705,107.89,274640,4,filter house
0.42,0.975,7,-8.756,0,0.0506,0.000532,0.853,0.45,0.513,127.002,245004,4,filter house
0.482,0.733,4,-9.978,0,0.0771,5.69e-05,0.958,0.605,0.187,122.972,218627,4,filter house
0.471,0.945,8,-3.416,1,0.045,0.0139,0.852,0.0884,0.27,180.096,320434,4,filter house
0.662,0.717,11,-5.469,0,0.0448,0.00777,2.8e-05,0.115,0.446,103.994,267692,4,filter house
0.744,0.928,10,-5.628,0,0.0495,0.000409,0.624,0.132,0.507,123.014,171120,4,filter house
0.726,0.881,1,-5.375,1,0.0296,0.000347,0.0172,0.0531,0.969,129.806,251480,4,filter house
0.648,0.834,9,-7.032,0,0.104,0.0411,0.000488,0.113,0.845,122.993,447437,4,filter house
0.49,0.442,8,-9.084,1,0.0524,0.775,0.0102,0.106,0.218,104.027,225907,4,new french touch
0.579,0.814,9,-9.65,0,0.0343,0.016,0.876,0.0857,0.0482,124.999,283989,4,filter house
0.479,0.956,10,-4.956,0,0.03,2.49e-05,0.142,0.11,0.616,118.007,252203,4,filter house
0.8,0.852,1,-5.32,0,0.0599,0.0491,0.856,0.163,0.487,127.011,319370,4,filter house
0.775,0.682,6,-7.426,1,0.0737,0.0516,0.000252,0.234,0.901,125.857,295693,4,filter house
0.783,0.59,2,-7.973,0,0.0335,0.178,0.000156,0.201,0.894,106.012,277443,4,filter house
0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,258413,4,filter house
0.636,0.658,2,-7.138,1,0.0392,0.00144,0.877,0.215,0.481,126.992,317979,4,filter house
0.739,0.453,11,-11.568,0,0.0394,0.0731,0.891,0.253,0.398,117.011,506453,4,filter house
0.605,0.951,4,-7.017,0,0.042,6.49e-05,0.898,0.0936,0.555,128.101,273440,4,filter house
0.716,0.817,11,-5.825,0,0.233,0.0154,0.139,0.0767,0.363,125.087,199837,4,german dance
0.561,0.854,7,-4.226,1,0.0331,0.0156,0.655,0.165,0.129,118.945,316640,4,filter house
0.545,0.633,10,-7.487,1,0.0559,0.00218,0.514,0.167,0.366,122.01,313246,3,filter house
0.894,0.597,5,-11.58,0,0.0857,0.00213,0.0127,0.0519,0.72,126.998,340207,4,filter house
0.719,0.803,2,-9.953,0,0.387,0.00631,0.241,0.442,0.469,130.12,391480,4,filter house
0.72,0.561,10,-9.741,0,0.0361,0.00158,0.693,0.0879,0.366,117.419,336353,4,filter house
0.755,0.784,11,-7.666,0,0.137,0.425,0.000354,0.249,0.767,110.044,240187,4,new french touch
0.739,0.679,0,-5.079,1,0.0374,0.000426,0.0187,0.389,0.788,127.489,234400,4,filter house
0.815,0.687,7,-4.74,1,0.307,7.46e-05,0.124,0.0347,0.752,124.975,368803,4,filter house
0.63,0.82,7,-7.468,1,0.0661,0.00958,0.0146,0.0818,0.591,136.856,329293,4,filter house
0.695,0.928,5,-5.33,0,0.0288,0.0591,0.732,0.115,0.639,120.998,247827,4,filter house
0.862,0.51,10,-10.126,0,0.0668,0.0158,0.867,0.111,0.741,121.995,277000,4,filter house
0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,307154,4,filter house
0.652,0.807,0,-8.07,0,0.042,0.00327,0.843,0.0957,0.0374,128.033,370960,4,filter house
0.649,0.998,1,-4.252,1,0.381,0.267,0.601,0.0819,0.125,180.204,256960,4,filter house
0.633,0.646,0,-7.378,0,0.0494,0.00259,0.831,0.0433,0.64,120.012,296173,4,filter house
0.751,0.748,1,-6.377,1,0.394,0.00227,0.821,0.294,0.725,124.03,377958,4,filter house
0.817,0.788,3,-6.549,0,0.0472,0.0188,0.912,0.265,0.566,124.997,424046,4,filter house
0.779,0.605,5,-7.294,0,0.0315,0.758,0.665,0.0918,0.735,126.031,208947,4,new french touch
0.605,0.735,5,-8.246,1,0.0382,0.25,0.745,0.1,0.454,126.008,267337,4,filter house
0.731,0.75,7,-9.139,0,0.0374,0.0426,0.905,0.103,0.332,121.013,467635,4,filter house
0.643,0.968,5,-4.206,0,0.129,0.00239,0.779,0.271,0.613,128.874,159584,4,filter house
0.558,0.685,9,-10.393,0,0.0287,0.00105,0.157,0.0758,0.558,123.999,290299,4,filter house
0.843,0.951,8,-2.554,0,0.242,0.00959,0.913,0.0594,0.565,117.052,326154,4,filter house
0.74,0.905,10,-7.213,0,0.122,0.0345,0.014,0.167,0.86,124.005,257613,4,filter house
0.885,0.518,9,-9.249,0,0.0887,0.468,0.00165,0.0999,0.524,108.993,308257,4,new french touch
0.845,0.446,1,-9.195,1,0.1,0.0456,0.000373,0.0866,0.874,119.963,244965,4,filter house
0.54,0.942,11,-7.57,1,0.0394,2.24e-05,0.93,0.122,0.651,128.02,307827,4,filter house
0.73,0.784,0,-9.378,1,0.214,0.0503,0.25,0.345,0.396,120.022,267000,4,filter house
0.777,0.76,8,-5.521,0,0.046,0.231,0.0268,0.0802,0.581,101.999,232573,4,filter house
0.465,0.904,7,-5.595,1,0.0458,1.5e-05,0.0257,0.0841,0.0509,125.997,318480,4,filter house
0.725,0.676,5,-6.874,0,0.0344,0.0256,0.888,0.0445,0.644,118.0,205976,4,filter house
0.835,0.741,11,-6.856,1,0.18,0.00112,0.578,0.0365,0.764,125.005,416840,4,filter house
0.652,0.938,1,-6.301,0,0.287,5.86e-05,0.897,0.112,0.39,129.917,445075,4,filter house
0.66,0.826,11,-6.188,0,0.0461,0.000521,0.00149,0.426,0.519,129.987,301253,4,filter house
0.623,0.621,9,-9.608,0,0.0352,0.477,0.92,0.116,0.664,159.992,273531,4,filter house
0.761,0.691,6,-7.332,0,0.0792,0.0331,0.792,0.0987,0.834,89.814,372573,4,filter house
0.585,0.819,9,-8.526,0,0.0376,0.0309,0.925,0.342,0.048,103.992,202067,4,filter house
0.797,0.633,1,-5.559,1,0.209,0.000348,0.142,0.117,0.411,129.997,266011,4,filter house
0.708,0.8,7,-9.465,1,0.0578,0.0075,0.841,0.106,0.453,125.994,339999,4,filter house
0.896,0.971,11,-11.672,0,0.165,0.245,0.12,0.122,0.283,121.963,366360,4,filter house
0.799,0.655,11,-8.917,0,0.0707,0.0692,0.904,0.115,0.27,129.998,285067,4,filter house
0.776,0.613,8,-5.605,0,0.161,0.0185,0.000177,0.0461,0.819,116.058,267026,4,filter house
0.662,0.87,9,-5.936,0,0.0644,0.00169,0.939,0.362,0.889,117.974,224027,4,filter house
0.833,0.44,2,-12.431,1,0.0965,0.000358,0.541,0.0536,0.793,126.994,320064,4,filter house
0.542,0.857,2,-6.133,0,0.0352,0.00113,0.571,0.0779,0.162,128.011,337500,4,progressive house
0.872,0.659,4,-6.911,0,0.0371,0.000651,0.866,0.178,0.833,123.307,320306,4,filter house
0.832,0.655,1,-7.505,1,0.0557,0.0637,0.0359,0.0891,0.552,119.991,264500,4,filter house
0.555,0.807,10,-11.788,0,0.0768,0.0209,0.472,0.0771,0.308,165.262,295773,4,filter house
0.661,0.734,9,-7.205,1,0.0463,0.0688,0.743,0.0622,0.788,127.973,275875,4,filter house
0.618,0.572,9,-13.994,0,0.0471,0.000279,0.881,0.124,0.739,129.963,352667,4,filter house
0.776,0.537,6,-10.769,0,0.0982,0.00582,0.00152,0.102,0.332,116.042,187759,4,filter house
0.73,0.864,0,-5.547,1,0.0725,0.0136,0.873,0.117,0.766,151.708,208787,4,filter house
0.661,0.637,5,-7.206,0,0.236,6.79e-05,0.887,0.109,0.148,122.988,343469,4,filter house
0.706,0.443,10,-8.422,1,0.0349,0.744,0.555,0.162,0.376,112.001,267693,4,filter house
0.596,0.805,4,-7.445,0,0.116,0.0155,0.16,0.315,0.816,173.974,203355,4,filter house
0.424,0.761,10,-7.996,1,0.0308,0.00655,0.482,0.14,0.221,97.001,229613,4,filter house
0.857,0.807,1,-6.743,1,0.196,0.034,0.00464,0.46,0.647,123.945,209987,5,filter house
0.661,0.639,4,-5.355,0,0.188,0.00117,0.0,0.0979,0.277,144.185,231351,4,filter house
0.587,0.685,10,-6.516,0,0.0286,0.0393,0.00307,0.197,0.244,110.077,408020,4,filter house
0.626,0.419,0,-13.868,1,0.0317,0.607,0.000489,0.122,0.645,146.136,260440,4,singer-songwriter
0.352,0.3,8,-9.282,1,0.0301,0.413,0.0,0.1,0.295,58.686,195840,4,singer-songwriter
0.714,0.268,11,-7.546,1,0.0329,0.722,5.05e-06,0.246,0.332,116.339,300933,4,singer-songwriter
0.604,0.585,9,-11.288,1,0.0329,0.408,0.0886,0.109,0.67,92.521,147467,4,singer-songwriter
0.422,0.215,6,-16.392,0,0.133,0.553,0.00424,0.111,0.0607,172.55,274920,4,folk
0.505,0.232,2,-7.75,1,0.035,0.8,0.0,0.105,0.425,112.348,191093,4,singer-songwriter
0.566,0.57,2,-6.42,1,0.0329,0.688,1.73e-06,0.0943,0.96,83.403,166240,4,singer-songwriter
0.488,0.209,10,-19.549,1,0.0369,0.374,5.05e-06,0.103,0.362,120.63,283493,4,singer-songwriter
0.583,0.262,9,-11.139,1,0.0281,0.811,0.000563,0.0993,0.332,76.028,350560,4,singer-songwriter
0.558,0.579,11,-8.05,0,0.0324,0.342,0.00831,0.0989,0.403,167.812,264200,4,singer-songwriter
0.611,0.47,4,-9.135,1,0.0356,0.579,0.0,0.581,0.97,85.527,134800,4,singer-songwriter
0.688,0.26,2,-13.686,1,0.0349,0.984,0.0247,0.112,0.443,102.935,237867,4,singer-songwriter
0.681,0.32,11,-16.073,1,0.0364,0.686,0.0939,0.145,0.329,110.147,231800,4,singer-songwriter
0.604,0.203,7,-22.191,1,0.0317,0.355,0.0846,0.111,0.802,167.329,214973,4,roots rock
0.486,0.488,4,-8.875,0,0.031,0.142,3.44e-06,0.087,0.834,101.591,261608,4,lilith
0.572,0.956,9,-4.376,1,0.0619,0.434,0.0,0.0281,0.975,192.309,201893,4,lilith
0.704,0.395,9,-12.31,1,0.0373,0.723,0.00039,0.0689,0.765,79.007,227667,4,singer-songwriter
0.506,0.343,5,-12.153,0,0.03,0.243,0.0,0.141,0.265,130.052,286107,4,singer-songwriter
0.89,0.279,0,-14.044,1,0.0345,0.724,0.0153,0.108,0.598,98.528,230267,4,lilith
0.666,0.803,2,-6.156,1,0.028,0.0228,0.000493,0.193,0.54,123.011,270120,4,roots rock
0.473,0.25,5,-11.263,1,0.0304,0.796,8.83e-05,0.101,0.261,145.027,213249,4,new americana
0.579,0.0998,9,-15.232,1,0.0319,0.883,8.22e-05,0.111,0.448,82.203,186320,4,folk
0.509,0.31,2,-11.033,1,0.0404,0.85,0.000268,0.102,0.227,80.529,284960,4,singer-songwriter
0.563,0.175,7,-15.478,0,0.0404,0.827,0.0,0.147,0.365,126.519,123240,5,folk rock
0.839,0.584,9,-8.477,1,0.0434,0.0583,0.00394,0.0684,0.958,129.401,177494,4,new americana
0.792,0.267,9,-16.974,1,0.103,0.284,0.0,0.144,0.718,113.402,209573,4,singer-songwriter
0.593,0.611,3,-6.773,1,0.0504,0.35,0.533,0.605,0.473,93.171,241013,4,singer-songwriter
0.559,0.276,4,-13.862,1,0.0286,0.724,5.29e-05,0.0977,0.4,93.525,272333,4,singer-songwriter
0.414,0.167,9,-16.519,1,0.0484,0.804,0.0,0.117,0.384,133.45,207240,4,folk rock
0.588,0.149,7,-16.728,0,0.0319,0.846,9.65e-05,0.236,0.113,124.689,332960,4,singer-songwriter
0.675,0.351,0,-11.139,1,0.0287,0.89,0.0173,0.076,0.754,97.441,149933,4,folk
0.616,0.577,1,-8.834,1,0.0407,0.535,0.0,0.0808,0.592,145.863,274507,4,singer-songwriter
0.732,0.161,11,-12.817,1,0.0306,0.739,0.000379,0.105,0.5,95.21,239400,4,soft rock
0.333,0.294,10,-12.446,1,0.0295,0.781,2.12e-05,0.135,0.286,135.437,295253,3,folk
0.385,0.218,9,-16.99,1,0.0332,0.76,2.73e-06,0.684,0.343,172.926,287667,4,folk
0.601,0.0557,0,-18.226,0,0.0368,0.914,1.05e-05,0.101,0.206,137.386,256560,5,folk
0.517,0.131,10,-18.439,1,0.0344,0.926,0.0984,0.151,0.419,87.855,140493,4,roots rock
0.66,0.457,0,-9.676,1,0.0343,0.295,0.000299,0.0557,0.862,139.572,189587,4,singer-songwriter
0.616,0.271,0,-17.212,1,0.0458,0.876,0.000126,0.113,0.336,125.021,283880,4,singer-songwriter
0.44,0.131,8,-19.312,1,0.0313,0.829,2.06e-05,0.138,0.338,146.866,259093,4,folk
0.45,0.442,9,-12.718,0,0.0353,0.493,0.00564,0.134,0.812,208.282,233173,4,singer-songwriter
0.539,0.187,5,-11.756,1,0.0353,0.833,0.0,0.119,0.356,128.969,287347,4,roots rock
0.504,0.0273,2,-21.441,1,0.0415,0.931,1.1e-05,0.109,0.395,120.24,190107,4,folk
0.46,0.201,4,-14.061,1,0.0401,0.962,0.00233,0.093,0.389,167.957,243613,3,folk
0.54,0.677,9,-6.349,1,0.0286,0.368,0.0,0.224,0.748,98.339,241600,4,lilith
0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45,516893,4,soft rock
0.721,0.295,8,-11.214,1,0.0397,0.972,0.0,0.0871,0.452,107.807,174533,4,folk
0.703,0.292,1,-10.924,1,0.036,0.805,3.76e-06,0.08,0.855,84.032,147040,4,folk rock
0.698,0.643,2,-16.985,1,0.0649,0.803,0.0799,0.704,0.714,128.22,254000,4,folk rock
0.501,0.259,3,-12.527,1,0.0283,0.867,0.00967,0.102,0.281,97.538,262307,4,lilith
0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,258411,4,soft rock
0.572,0.177,9,-15.042,1,0.0286,0.75,0.0,0.105,0.352,99.363,226000,4,lilith
0.459,0.32,7,-11.707,1,0.0332,0.83,0.0,0.113,0.186,135.756,179493,4,lilith
0.536,0.932,9,-6.134,1,0.0294,0.0318,0.000385,0.291,0.723,145.999,277395,4,lilith
0.575,0.427,0,-10.037,1,0.0686,0.818,3.36e-06,0.146,0.529,109.539,206387,4,folk
0.404,0.093,3,-19.036,1,0.0486,0.95,7.53e-05,0.717,0.244,80.224,253573,4,folk
0.477,0.797,0,-5.316,1,0.0365,0.0828,0.0,0.185,0.705,88.823,230960,4,folk
0.421,0.697,7,-9.962,1,0.0924,0.233,0.0,0.695,0.521,170.924,250173,4,folk
0.48,0.224,0,-18.077,0,0.0401,0.462,0.88,0.105,0.395,80.035,189406,4,folk rock
0.513,0.632,11,-6.465,1,0.0332,0.00505,0.0343,0.102,0.747,130.001,192947,4,folk
0.671,0.299,2,-13.215,1,0.0315,0.521,0.000288,0.15,0.574,120.112,164600,4,singer-songwriter
0.41,0.598,2,-8.515,1,0.0405,0.55,0.00274,0.092,0.262,76.445,203333,4,singer-songwriter
0.512,0.208,8,-15.605,1,0.0522,0.777,0.0,0.102,0.426,97.745,140000,4,folk
0.527,0.572,4,-8.199,1,0.0269,0.225,0.0,0.235,0.364,136.117,189507,4,roots rock
0.399,0.0762,3,-13.789,1,0.0343,0.645,0.000162,0.142,0.146,133.064,335627,3,folk
0.343,0.736,11,-6.307,0,0.0511,0.727,2.61e-05,0.0581,0.659,205.573,529080,4,roots rock
0.397,0.195,3,-11.475,1,0.0286,0.719,0.00119,0.0958,0.128,143.728,344770,4,folk
0.271,0.31,0,-7.967,1,0.0309,0.725,1.99e-06,0.119,0.16,169.614,214733,3,outlaw country
0.587,0.141,1,-9.386,1,0.0308,0.919,5.41e-06,0.103,0.505,105.38,212158,4,new americana
0.606,0.0977,3,-15.668,1,0.0451,0.962,0.00148,0.126,0.551,105.593,139693,4,folk
0.756,0.647,7,-9.219,0,0.0428,0.111,0.00491,0.077,0.827,130.319,226947,4,folk
0.577,0.0513,4,-21.308,1,0.033,0.845,0.000144,0.106,0.0681,68.39,208400,4,singer-songwriter
0.597,0.271,5,-17.293,1,0.0394,0.766,0.0119,0.0933,0.338,76.271,203613,4,soft rock
0.388,0.217,6,-14.624,1,0.0447,0.867,7.87e-06,0.116,0.307,81.0,180813,4,singer-songwriter
0.392,0.185,4,-15.472,1,0.0285,0.612,2.89e-06,0.0695,0.145,64.933,201000,4,singer-songwriter
0.776,0.763,5,-8.124,1,0.0535,0.182,0.0065,0.077,0.82,128.433,280000,4,singer-songwriter
0.544,0.265,2,-11.952,1,0.035,0.848,0.0,0.196,0.7,133.837,146176,3,soft rock
0.805,0.281,9,-11.877,0,0.0961,0.607,0.0,0.116,0.281,105.873,204522,4,psychedelic rock
0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,176293,4,folk rock
0.491,0.583,7,-10.964,1,0.0376,0.182,0.0,0.407,0.907,150.572,183307,4,singer-songwriter
0.48,0.542,0,-8.51,1,0.0348,0.345,0.000609,0.113,0.567,152.853,200560,4,singer-songwriter
0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,244027,4,folk rock
0.49,0.581,5,-6.566,1,0.0388,0.553,0.0177,0.0764,0.318,88.718,205480,4,yacht rock
0.483,0.721,0,-6.836,1,0.032,0.729,0.0,0.189,0.562,95.261,369600,4,singer-songwriter
0.53,0.877,8,-2.812,1,0.0385,0.0334,0.0,0.0875,0.883,125.594,184627,4,psychedelic rock
0.683,0.503,5,-13.166,1,0.0295,0.139,0.0,0.0763,0.941,112.745,170827,4,folk rock
0.486,0.683,1,-8.768,0,0.0541,0.299,0.0,0.0987,0.745,128.723,176733,4,psychedelic rock
0.38,0.21,7,-15.603,1,0.0319,0.745,0.45,0.0829,0.207,112.51,238600,4,soft rock
0.544,0.551,5,-7.112,1,0.0574,0.363,2.14e-05,0.157,0.289,77.654,264320,4,stomp and holler
