danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,genre,popularity
0.491,0.197,7,-11.346,1,0.0303,0.93,2.77e-05,0.101,0.167,127.904,63Ewmqu1gZ7ZaQ5Q4mnuXz,371507,4,World,51
0.685,0.875,7,-5.217,1,0.056,0.0247,0.0,0.0874,0.82,94.987,31HveB33DoO9x7P3UvkRct,180320,4,World,47
0.45,0.782,9,-6.92,1,0.046,0.0757,0.0,0.0818,0.244,146.041,1tvwBvLun5paMzlwaW8q1q,406774,4,World,55
0.391,0.567,2,-7.709,1,0.0278,0.000446,0.0,0.258,0.104,163.963,1FvNYRzUlGfTuXkocBqzlH,324175,4,World,49
0.363,0.662,6,-8.119,0,0.0694,0.0124,0.0,0.0964,0.139,139.945,00AivYmu1UVmxM91uhR9lM,318027,4,World,46
0.229,0.37,10,-15.699,1,0.0438,0.89,0.898,0.103,0.165,68.708,2yxDNelkYfJEa188dFnQty,571705,5,World,54
0.365,0.514,7,-7.766,1,0.0285,0.0326,5.59e-05,0.11,0.105,145.72,0CFXMz8Ltbd5b8R1NTsd4q,390148,4,World,50
0.46,0.509,2,-6.997,1,0.0303,0.289,0.000143,0.351,0.297,115.89,1SnZi2eVU2kcXRNJT6ek4J,294387,4,World,48
0.254,0.646,6,-5.487,1,0.059,0.461,0.0,0.107,0.348,174.663,4v1VKWQqvOUNGjraJbXWcv,289429,5,World,46
0.415,0.398,4,-7.204,1,0.0268,0.314,0.0,0.106,0.13,143.582,3RBnnfWA4Q2AqNuwTDdDgz,237453,4,World,48
0.44,0.43,1,-7.895,1,0.0339,0.722,0.0,0.0912,0.195,141.723,4X0WNlQtcoGOf4mWlUIeD7,341831,4,World,47
0.549,0.502,11,-6.916,1,0.0302,0.638,0.0,0.0921,0.344,140.009,6StDOwqq1OmVlSKptJ6Fn0,400200,4,World,47
0.625,0.534,0,-13.765,0,0.042,0.751,0.891,0.0934,0.459,159.963,3hGwUpndi1F8yEISLTJ0oH,354773,4,World,57
0.326,0.161,9,-12.798,1,0.0366,0.956,7.26e-06,0.086,0.177,131.952,6CdzB6ZB5Af8wfAfAAQwaq,375813,4,World,50
0.534,0.763,11,-6.348,1,0.0304,0.00285,0.0,0.0655,0.634,109.971,6eYawsVsCvja8wXmcshtdI,287434,4,World,48
0.391,0.345,11,-13.087,1,0.0302,0.0137,0.0,0.112,0.19,139.838,6buaey3tK2Caj3LTjMVqgZ,322102,3,World,47
0.658,0.612,6,-5.132,1,0.0337,0.821,0.0,0.101,0.248,108.08,4PVt0PcZyI61mCuwMdvtzy,208053,4,World,47
0.68,0.594,6,-6.417,0,0.0688,0.469,0.0,0.431,0.774,85.04,51R2M1JgyFfRS3e6v5wCt3,149173,4,World,64
0.571,0.573,4,-9.08,1,0.0329,0.14,1.25e-06,0.242,0.224,118.037,0wEJG9mNTaexgrOt3Nh7QZ,334373,4,World,45
0.293,0.658,6,-9.224,0,0.0447,0.0122,0.0,0.089,0.338,157.315,6tEPe1D8X4gkHUfcUsiNTL,225996,3,World,50
0.208,0.484,3,-10.378,1,0.0382,0.262,0.000235,0.112,0.0819,133.886,3wmCbWkNmMp7Ay445yDdnx,244924,4,World,47
0.508,0.253,10,-12.071,1,0.0291,0.812,0.00123,0.11,0.0389,120.01,0OZdYnV6S2qpd6rseK8Lpg,352173,3,World,45
0.465,0.804,11,-5.542,1,0.0368,0.00124,0.0457,0.541,0.109,116.005,51ndwDACfzlvfOYnwp4ryn,348933,4,World,47
0.222,0.406,0,-7.586,1,0.0307,0.505,2.78e-06,0.724,0.0803,158.927,0J9TFCYyjLHYJOcenwxblB,416080,3,World,47
0.651,0.68,7,-5.216,1,0.0501,0.0301,0.0,0.195,0.495,80.0,7hg0iJGZklpmcm6MdwXcHU,207284,4,World,48
0.202,0.14,10,-15.793,1,0.0366,0.898,1.33e-06,0.104,0.227,170.394,3Y5x0gEBvdQqGQhjeHpAiW,266078,4,World,47
0.38,0.615,11,-7.075,1,0.0408,0.0598,0.0,0.0722,0.145,139.944,2UgxATJDci5tYoiWXAansC,492478,4,World,48
0.377,0.54,4,-8.674,1,0.0329,0.129,0.000102,0.124,0.132,161.865,6sVrA1nimqutReZF9V4n6R,256227,4,World,48
0.59,0.782,9,-5.638,1,0.123,0.0107,1.12e-05,0.0484,0.352,177.811,5ecN8ysoiyCrdGmUyyEOba,226373,4,World,48
0.307,0.547,5,-10.286,0,0.032,0.00605,0.00811,0.0775,0.579,97.617,6BBHu0wwIQZoqoPsrG7Bgz,395707,4,World,49
0.454,0.815,11,-4.435,1,0.036,9.05e-05,0.0,0.942,0.272,73.998,7EcuvYcW6pXpY5HlWqTOLK,247446,4,World,47
0.614,0.132,9,-12.217,1,0.0323,0.861,0.0,0.11,0.329,79.928,6F659xoZ2m7XKxE3jgJstO,241173,3,World,48
0.403,0.835,9,-6.682,1,0.0538,0.000355,0.0,0.0738,0.28,143.94,7fysjdB0TXnmGrZpOClTOL,369270,4,World,46
0.276,0.507,9,-8.25,1,0.0326,0.154,0.0,0.0761,0.186,73.98,1zhp0SM5CkGUdoCFagzVPe,347567,4,World,49
0.345,0.747,10,-6.92,1,0.053,0.00214,0.0,0.0928,0.215,154.739,0wtFB7vmIRecZhXQbDQ9Z1,363231,4,World,48
0.58,0.717,2,-8.014,1,0.0359,0.00236,1.36e-05,0.101,0.587,92.018,03UNuZgtHViMboufVtawCa,253664,4,World,45
0.245,0.129,4,-13.248,1,0.0356,0.739,1.06e-06,0.0565,0.149,91.893,7qKk8olaMUdcOTcU3Txl34,431933,5,World,48
0.406,0.518,10,-8.547,1,0.0363,0.251,0.0,0.149,0.127,136.023,5z9AMeQbXSj1BrQCbIYp42,385827,4,World,47
0.66,0.406,1,-13.341,0,0.0435,0.436,0.000243,0.197,0.447,137.635,4Kh2MJAy65AfHFdGqBg1Jw,418493,4,World,52
0.489,0.581,5,-6.586,1,0.0308,0.083,0.0,0.13,0.308,147.966,7pJB2CjZQUt4Ig1fdPQl5s,268667,4,World,47
0.542,0.644,1,-9.174,1,0.285,0.434,0.0,0.496,0.857,166.025,4H6UpzawRKGi5Ze8FzYOaw,156871,4,World,32
0.533,0.768,9,-7.223,1,0.0542,0.163,0.0,0.0847,0.396,140.005,18q8W11QNDEfhYIxwypTQK,283067,4,World,50
0.253,0.327,10,-13.152,1,0.0403,0.417,0.0,0.104,0.133,171.633,4lCpzh6KbskACgEx1OAPHu,301743,3,World,46
0.558,0.907,1,-4.971,1,0.212,0.0193,0.0,0.0985,0.449,152.044,5aCYeOw2jfOV4gxuhnZZXA,219267,4,World,48
0.403,0.625,6,-8.605,0,0.034,0.256,0.0012,0.106,0.254,135.945,77SQkPEpRRHvj6eF3O2rnm,439714,4,World,47
0.588,0.719,5,-8.454,1,0.033,0.268,0.938,0.0795,0.666,89.017,0cCYkGYSndtiSYnBUkJ2iU,340112,4,World,49
0.655,0.296,10,-8.865,1,0.0307,0.848,0.0,0.0969,0.182,119.995,4ZdG8OyIV7WfjBReUNLQl0,264533,4,World,45
0.418,0.331,10,-7.841,1,0.0276,0.696,0.0,0.147,0.182,171.704,562a45H0hU2BkFcT0KDbse,273293,4,World,48
0.189,0.343,4,-20.314,1,0.0453,0.817,0.916,0.0924,0.0834,141.659,50mL6pbI0uI6YX1xbSer7g,238773,4,World,54
0.567,0.358,4,-9.001,1,0.0266,0.386,0.0,0.112,0.158,84.96,73ZGW3v5caUFBsHSkQQfpX,271766,3,World,47
0.501,0.756,7,-6.208,1,0.0376,0.0123,0.0,0.967,0.293,104.035,1gUoaZkPi7vMZdxMlGsGOw,320027,4,World,50
0.186,0.481,8,-10.701,1,0.0394,0.00598,5.92e-06,0.0903,0.0771,105.377,4UT54Z0qRNXFzCBJWhNvjX,479364,4,World,45
0.469,0.296,5,-17.731,1,0.0354,0.164,0.861,0.0919,0.362,127.075,3eYMQ2q4z3QDxVR26G8ndz,91107,4,World,45
0.636,0.695,1,-7.929,1,0.234,0.0578,0.0,0.396,0.851,91.638,6TFjKtYZGIJyL6vbS33GEB,137131,4,World,31
0.346,0.806,11,-5.828,1,0.0415,0.0202,0.0,0.0951,0.224,175.891,1uneiO81sTTdPvsjr54yPK,271533,4,World,51
0.513,0.835,8,-4.661,1,0.0571,0.00244,1.49e-06,0.339,0.53,86.046,161pnfRpiTTMZC1NWmjwh4,236093,4,World,49
0.399,0.343,8,-9.111,1,0.0318,0.677,0.00016,0.111,0.23,111.067,1CgTKVAhiX4cR3hOzroRVW,229286,4,World,47
0.619,0.621,6,-4.78,1,0.0229,0.461,0.0,0.186,0.633,92.017,0qcVosiukBmgBS0eUDrwk6,207720,4,World,46
0.637,0.458,0,-8.47,1,0.129,0.162,5.43e-06,0.127,0.479,159.967,1dhb41l8hPEQW7XA9FtXZE,176226,4,World,31
0.4,0.374,5,-9.756,0,0.0381,0.674,0.0,0.107,0.251,83.246,6G4ktJZNqIgvZ44QyBHjnx,191152,4,World,30
0.0672,0.0119,6,-41.808,1,0.0457,0.969,0.944,0.12,0.0701,70.521,5Q5MFVjUWVNgb7XBerPdbQ,166560,1,World,51
0.315,0.139,7,-12.787,1,0.0311,0.977,9.81e-05,0.116,0.344,92.988,1LiTamckmmio86wleL5eLc,183707,3,World,48
0.403,0.361,3,-9.558,1,0.0313,0.0298,0.0,0.0968,0.0992,135.968,3ELvknrrLz8QL36CeIb6Je,342625,3,World,47
0.575,0.517,11,-6.803,0,0.0474,0.159,4.8e-06,0.0623,0.675,150.667,6Nu8k5K4fdWoHMxqSB29oE,169938,4,World,30
0.282,0.258,0,-10.01,1,0.0344,0.595,0.0,0.613,0.192,121.813,0FGTz3d60ejPOHzJi1lxvN,407714,4,World,47
0.464,0.788,11,-6.405,1,0.0405,0.144,0.0,0.195,0.186,104.965,16b3DajNe0LzMGSEV2ZQP6,383293,4,World,49
0.384,0.391,2,-8.141,1,0.0312,0.171,0.0,0.701,0.176,142.107,5UgGtoBzu4mmslDkcbLduT,537867,4,World,47
0.564,0.563,2,-7.976,1,0.0259,0.00379,0.0358,0.0763,0.113,104.031,6MtecozqUbilB5qbVARrUH,288046,4,World,49
0.47,0.391,10,-9.131,1,0.0374,0.685,0.765,0.479,0.0769,122.472,7A2yhrdnFspRjpX8RC8UW1,256267,4,World,54
0.467,0.152,8,-13.642,1,0.0335,0.871,6.82e-05,0.091,0.113,131.859,3ChZ1DsvihNTayyK6BbfEC,394187,4,World,48
0.604,0.346,0,-8.856,0,0.0284,0.695,5.28e-05,0.101,0.157,125.851,4ON1IsKkma29GDlB3mxOHO,218286,4,World,29
0.444,0.588,11,-7.865,1,0.0749,0.77,0.0,0.0816,0.787,179.751,7vUSIRxxec1PKAp0MLZeHT,167224,4,World,29
0.247,0.739,11,-5.146,1,0.0485,0.00096,0.0,0.115,0.214,140.149,4rnoCR7AOaa6RWdyh7JgP0,343427,3,World,46
0.76,0.391,1,-8.73,1,0.0353,0.0286,0.00691,0.0582,0.965,116.873,6FDGkw2X2Pmp4AaQP8x6mX,479547,4,World,45
0.519,0.36,0,-10.309,1,0.0296,0.696,1.01e-06,0.0895,0.188,123.828,6o8x1CRoW3vTVFjaMMtA2N,246926,4,World,29
0.436,0.764,9,-4.364,1,0.0324,0.0106,0.0,0.307,0.371,77.018,7CNINxlyvWE15Dees3X5zC,245533,4,World,47
0.455,0.646,1,-6.972,1,0.0337,0.00976,0.0,0.0924,0.179,134.922,6r0azdlSgUt66F36H6nZPA,345453,4,World,47
0.209,0.0652,0,-12.619,1,0.0377,0.936,6.26e-05,0.124,0.0971,88.27,12rhSkTntBAwPEp9ghnz78,290693,3,World,46
0.46,0.795,9,-6.636,1,0.0453,0.0834,0.0,0.0782,0.26,146.011,3HDI4IbXISO10HhQSDM1vF,410973,4,World,45
0.445,0.452,0,-9.604,1,0.0244,0.0429,0.00733,0.0937,0.157,81.961,0yyTj3fGBIrgJemUo3WD74,298560,4,World,45
0.414,0.679,2,-7.806,1,0.0427,0.0184,0.0,0.0895,0.183,138.149,16lF3B47C7KM9GPok917Ap,412228,4,World,48
0.386,0.67,1,-6.817,1,0.0387,0.087,0.0,0.107,0.214,143.842,7FoR7NSegGv5kTSMhNC2sn,304813,4,World,50
0.546,0.136,5,-21.089,1,0.0324,0.82,0.465,0.112,0.297,94.781,2F9aMslwYQurvgv7DGS7S5,300307,4,World,55
0.418,0.331,8,-8.296,1,0.0339,0.931,4.92e-05,0.0994,0.376,82.134,1BKzi9a5cjsvy9woy3VZhb,203752,5,World,46
0.541,0.78,11,-7.483,0,0.169,0.209,7.19e-05,0.117,0.692,89.662,1eG6thyGmmWInRCTmUO2If,217793,4,World,28
0.38,0.246,5,-10.893,1,0.0336,0.652,0.0,0.137,0.145,112.802,0439v7OUKimyFnxzTZk9Ja,236635,3,World,28
0.266,0.225,10,-16.903,1,0.0313,0.238,1.96e-05,0.104,0.304,75.714,6FcRGaAH75N9aMVwjQzW7z,274987,4,World,47
0.351,0.769,11,-5.384,1,0.0374,0.00259,0.0,0.155,0.171,93.954,3tyY81IHUn468qY95ViW8E,319000,4,World,45
0.491,0.845,11,-4.719,1,0.0337,0.0921,0.0,0.229,0.544,75.057,0EG3E2ake4PhWlozvLuJaU,184744,4,World,44
0.446,0.381,7,-12.222,0,0.102,0.61,0.0,0.221,0.48,100.01,6JyxZPNuwVoDaKwU39u2Oi,205906,4,World,27
0.235,0.496,7,-6.543,1,0.0308,0.101,0.0,0.362,0.0741,171.941,29z3ihitUAS0p2QqwNXsyo,296680,3,World,45
0.503,0.315,0,-10.545,1,0.0252,0.436,1.31e-05,0.712,0.184,99.073,0Ofr0P002SYAWaDqWZrzkh,473293,3,World,44
0.409,0.754,9,-5.498,1,0.0346,0.0202,0.0,0.122,0.425,153.743,2O3821LecBWYxh8J6uR7Xz,218693,4,World,47
0.203,0.0578,1,-29.526,1,0.0477,0.994,0.874,0.155,0.113,135.084,61kOQYIvim1ZUEA66P51br,241399,4,World,52
0.266,0.327,10,-7.195,1,0.0307,0.295,0.0,0.0953,0.0548,139.635,3AHWbUsTaYecnT4aTEU0ut,426573,4,World,50
0.561,0.551,5,-10.843,1,0.0354,0.226,0.82,0.0971,0.477,169.951,7wqFdWJyNGOFA6Khg9E1rC,341608,4,World,49
0.313,0.125,9,-13.385,1,0.0372,0.927,2.16e-06,0.158,0.182,134.587,2nobmenfe3LKdqAOOWVgUQ,319400,4,World,47
0.446,0.504,7,-9.005,1,0.0274,0.00882,0.00974,0.37,0.136,142.004,6fiARGC2wsBpuOech1FAun,378693,4,World,48
0.317,0.523,2,-8.672,1,0.0331,0.137,2.56e-05,0.0928,0.254,138.302,5tvyBw58RUK5l2QyKghTzn,510522,4,World,48
0.363,0.471,0,-9.294,1,0.0337,0.104,0.0,0.225,0.372,135.464,7E9oBH4ovYZ7G8kxs5pRNT,499920,4,World,46
0.377,0.201,7,-15.048,0,0.0413,0.906,0.0782,0.255,0.181,71.964,4UKG8PwjXeLFbKVzCeU7nD,250000,4,World,49
0.632,0.702,11,-5.301,1,0.0289,0.0676,0.0,0.228,0.902,88.036,5hOYQACuJVKPsVcTHjaeEH,216960,4,World,46
0.54,0.224,7,-12.086,1,0.0333,0.752,0.0,0.112,0.175,129.757,4cXn1bMqeZjyE65Ajl3Au8,354666,4,World,48
0.353,0.363,11,-9.107,1,0.0333,0.546,0.0,0.961,0.213,160.668,4lD6Rr1Z7oNhKh0EtdCNpf,411733,4,World,49
0.517,0.495,2,-9.839,1,0.0293,0.14,0.0,0.111,0.339,137.913,53LcankShhZrR40AedT26x,320400,4,World,47
0.371,0.227,11,-10.948,0,0.036,0.809,0.0,0.12,0.271,86.549,6Qo4LWRXz5dhDhIhdfOXSk,277168,5,World,44
0.357,0.562,10,-6.606,1,0.0356,0.292,0.0,0.0931,0.177,143.943,663QSn1GtQXC2mJUj9zfPL,379597,4,World,46
0.308,0.346,0,-7.77,1,0.0279,0.673,0.0,0.121,0.15,154.918,2ZUlzVNFZz359SJ3tfHhL7,340707,3,World,44
0.212,0.27,8,-10.357,1,0.0342,0.38,4.35e-06,0.101,0.079,147.045,69PJBGTRrZZQrwbH4TxnIQ,391640,4,World,48
0.389,0.582,9,-7.623,1,0.0307,0.02,0.0,0.119,0.14,143.986,48AddYWpZJG2ON0wA1Uae2,381996,4,World,46
0.507,0.28,3,-10.284,1,0.0282,0.775,0.000264,0.122,0.233,139.791,5N23UhzMfAuCYjwhSbTQwH,318120,4,World,56
0.387,0.379,6,-12.589,1,0.0292,0.748,0.00258,0.0898,0.404,80.754,3r9q9VDgIQB7HuUuqfmbA0,213077,4,World,47
0.496,0.699,6,-3.663,1,0.0252,0.243,0.0,0.117,0.283,77.034,0lJH7CAlpvdPgxUgGMY0ow,202760,4,World,46
0.267,0.437,0,-9.558,1,0.0313,0.0576,0.000313,0.987,0.131,141.687,1Aj0yDGPjvtjPAsIlz8I91,451947,4,World,45
0.398,0.726,11,-5.316,1,0.0316,0.0334,8.48e-05,0.112,0.141,136.02,2BflXRITyEi4dUJ6XJtahG,353013,4,World,44
0.107,0.11,4,-20.904,0,0.0414,0.972,0.961,0.079,0.0369,60.194,1Dk2yfU21TrinTb44Nr25J,470107,4,World,51
0.642,0.97,0,-2.253,1,0.0678,0.00915,0.0,0.476,0.516,104.975,08MelkdJqbh68USUjAfr2T,384093,4,World,49
0.443,0.37,11,-11.976,0,0.0278,0.475,0.00591,0.089,0.116,127.91,4aLTrZCQMDvVVunIQsBNcr,236507,3,World,44
0.245,0.233,4,-11.219,1,0.0326,0.949,7.27e-05,0.0937,0.0926,79.641,7xOOHNV0eB6lmVmpnkR6TJ,349459,1,World,46
0.191,0.213,2,-13.105,1,0.04,0.91,7.92e-06,0.127,0.112,114.784,47wMld6IsjIhHoopVjGpzA,197376,4,World,46
0.539,0.356,7,-9.749,1,0.0321,0.764,0.00154,0.127,0.489,73.703,2YGu3QpHqj5AHtS8RzFQdW,186373,4,World,51
0.525,0.639,3,-6.21,1,0.0375,0.0755,0.0,0.166,0.313,138.042,5o1Ogizb60r5oLh3pXNirN,242545,4,World,46
0.361,0.31,9,-12.102,1,0.0398,0.802,0.687,0.128,0.408,177.659,56K7H3Ipsce0Csn2v4u8kZ,355840,4,World,55
0.605,0.636,7,-9.467,0,0.0278,0.742,0.841,0.141,0.874,99.531,0M433gqUejjCujkzISWinQ,120413,4,World,44
0.648,0.743,2,-9.902,0,0.0359,0.484,0.823,0.145,0.527,107.68,2oeLt7N1amHZiev27FvKE2,178280,4,World,55
0.396,0.695,10,-5.492,1,0.0411,0.148,0.0,0.201,0.303,147.582,2ex0hGTbxQBBmKEpPwzxOt,338133,4,World,46
0.47,0.602,0,-10.486,1,0.0272,0.127,0.913,0.104,0.11,104.0,5fFgO86PxAxudvdSXXrYPh,230707,4,World,48
0.426,0.915,1,-3.316,1,0.0519,0.0166,0.0,0.149,0.68,158.001,0bZ9e7IoTlBnivvPEbNY6b,303800,4,World,46
0.378,0.459,5,-9.074,1,0.106,0.6,0.0,0.116,0.186,91.145,6ygVhMeWmK6uW7IPQKdrnq,282160,4,World,46
0.344,0.598,9,-4.596,1,0.0376,0.541,0.0,0.196,0.276,179.89,0AGM3L1E346dTkLcGMaEdv,193240,4,World,46
0.523,0.854,9,-5.918,1,0.0707,0.00147,0.0,0.523,0.433,127.944,3Rn2n87UEQV0YxDCxvqSI8,322952,4,World,48
0.457,0.701,2,-6.586,1,0.0383,0.00407,0.0,0.686,0.292,139.934,6aLfDBncW19h8whgETITCe,272093,4,World,44
0.424,0.186,3,-12.192,1,0.0378,0.82,0.0,0.11,0.224,109.93,3GrMFCWoIh0YHULGsAuHj0,338423,4,World,47
0.35,0.222,11,-10.695,0,0.0363,0.807,0.0,0.12,0.244,90.458,7J0lCOIaInKTSNclKJL1kU,277173,5,World,45
0.15,0.254,9,-10.446,1,0.0366,0.832,6.53e-05,0.639,0.0378,75.32,77esMNHouutLyz0o4Mj6FH,239960,3,World,43
0.276,0.155,9,-22.065,1,0.0445,0.833,0.876,0.0809,0.0382,138.946,4EDj8GXOlI45vG4SOfswK3,304461,4,World,52
0.282,0.519,10,-6.144,1,0.0373,0.33,0.0,0.381,0.462,78.179,0x9e3L5wMrST4Xi20XUJPw,425184,4,World,47
0.383,0.836,3,-4.788,1,0.0468,0.101,0.0,0.229,0.26,146.052,3gSp7wFRqSkOEBm4pDAWYP,297000,4,World,49
0.284,0.636,6,-7.62,1,0.031,0.119,3.73e-06,0.698,0.237,87.127,2NlQeUjIqmREDS8xHhaYVU,311654,4,World,47
0.473,0.713,1,-7.594,1,0.031,0.000454,0.000155,0.12,0.129,112.027,5upa2GofaZrflJ5mW2y0OR,316720,4,World,46
0.376,0.467,10,-8.251,1,0.0292,0.0192,7.75e-05,0.222,0.0764,149.985,13t0zj4RPKM1asysCWgRaU,337957,4,World,49
0.504,0.333,11,-7.356,1,0.0266,0.817,1.65e-06,0.202,0.194,138.006,4nLFlodcLPQTyE8qxH8ws1,417559,4,World,47
0.51,0.937,0,-4.979,1,0.0821,0.0187,0.0,0.681,0.539,141.975,5uj2wWw0gnNqkVqGNWbGrf,244333,4,World,56
0.491,0.383,10,-12.239,1,0.0334,0.904,0.035,0.183,0.0897,130.068,6XKKR2EK2L6MV6zRQQuVxe,220455,4,World,47
0.425,0.0737,2,-10.055,1,0.0367,0.951,0.0,0.0545,0.158,127.557,1bXBXFTFlbhdcjij7hPsgT,716000,3,World,45
0.593,0.0119,3,-25.179,1,0.0745,0.985,0.909,0.14,0.154,78.322,4j2dl4TwHdHmVkKg6uRDQ7,254000,3,World,49
0.294,0.282,2,-8.086,1,0.0299,0.279,0.0,0.0905,0.208,156.565,56fu39hqyyh700RpXXa94g,177107,4,World,45
0.617,0.833,6,-4.476,0,0.0449,0.0919,0.0,0.385,0.43,109.995,65RTyZesurf9xxf7FZVL1u,219187,4,World,44
0.274,0.434,1,-7.654,1,0.0285,0.206,0.0,0.119,0.118,83.524,6SdrlZFwXzbO51QtOldqy7,263991,4,World,44
0.712,0.942,2,-5.115,0,0.165,0.388,0.0146,0.302,0.585,131.812,11GDQVqIEKAB4QKOcIVOvG,745653,4,World,44
0.358,0.579,8,-6.631,1,0.0329,0.114,0.0,0.0914,0.146,143.709,62pQJ9D1xThSfcP9WFxFju,372981,4,World,47
0.515,0.0736,8,-15.492,1,0.031,0.975,0.000261,0.082,0.0684,109.964,71dLJx3qHOTQMTvvoE2dmd,330840,4,World,49
0.489,0.141,10,-9.965,1,0.0313,0.951,2.31e-06,0.156,0.506,135.181,4Vnbh54MMkRf2uZXcON3Av,234813,3,World,48
0.525,0.718,2,-5.464,1,0.0433,0.0427,0.0,0.147,0.288,90.016,0OVsEZ9BLf4zNa4d8OOL3a,249080,4,World,46
0.491,0.491,11,-7.483,1,0.0327,0.164,0.0,0.0839,0.279,138.027,19WhOIye3pbjx69TU7WYWY,280387,3,World,48
0.511,0.31,11,-10.72,1,0.0311,0.169,1.71e-05,0.107,0.123,140.063,7w9H7pkUh4pxDOzFAGQnza,348534,4,World,47
0.253,0.417,6,-10.358,1,0.0434,0.175,0.0,0.0973,0.119,118.264,1XXvVenaTk4wDPcJqFdOSQ,412119,4,World,46
0.438,0.476,6,-12.558,0,0.0361,0.449,0.255,0.0903,0.434,111.717,6yYGrFfc595ggAwsYpH13v,655440,4,World,57
0.552,0.392,4,-8.03,1,0.0463,0.305,0.0,0.15,0.185,119.852,0AFVoLbsDKbkH0uezXRHBB,272252,3,World,48
0.391,0.128,5,-12.946,0,0.0511,0.986,0.0,0.159,0.526,171.336,2O4i80yTXVXmzk68z3dLYf,243573,3,World,52
0.385,0.478,0,-9.148,1,0.0309,0.018,0.0,0.394,0.261,142.836,13jiKguCr1G5ezO5xewWUW,453980,4,World,46
0.465,0.38,7,-9.627,1,0.0266,0.499,0.00638,0.101,0.0553,75.993,4NG3Xw4yu8O2j4UIDLUwCP,259653,4,World,47
0.139,0.187,3,-13.111,1,0.0358,0.94,0.000353,0.0748,0.0927,62.314,1RsiBQSUnG3uXJAaNrdp1J,351233,3,World,46
0.68,0.809,1,-4.698,0,0.0602,0.0233,0.0,0.358,0.884,149.935,6O3GXI34itpMqZbBYHNgoX,167500,4,World,46
0.493,0.524,0,-9.861,1,0.0297,0.0849,0.0199,0.0718,0.159,130.066,6xo0XjZzOaPR4zyijTqQnM,350307,4,World,44
0.405,0.134,9,-11.84,1,0.0292,0.954,0.000203,0.0681,0.28,80.007,0h5C31CdrgABjHATYcBq6e,157337,3,World,47
0.421,0.202,2,-13.022,1,0.0298,0.816,0.000899,0.109,0.0982,135.968,6RLI5LENz1tlKwUNTRH0ZP,400461,4,World,46
0.278,0.0433,2,-21.745,1,0.0434,0.95,0.0257,0.061,0.11,123.336,7o7CQsTMbURZUV61wh3kSP,268147,3,World,47
0.496,0.117,0,-12.884,1,0.0301,0.933,0.0,0.126,0.318,78.068,4zcMBfbQZvBSHQBGDd6gsN,214360,4,World,47
0.0629,0.0718,8,-24.789,0,0.0432,0.955,0.907,0.0906,0.0324,67.25,4TrCvd1PrqI14lZb7tEtYo,272787,5,World,50
0.449,0.684,4,-5.195,1,0.0362,0.0377,0.0,0.717,0.156,100.029,2NFYkgjUiiKgplnB7tgjoe,471213,4,World,50
0.545,0.822,7,-6.555,1,0.0278,0.0136,1.27e-05,0.716,0.229,130.051,2ILMCXZVe2uiQ7095Zk4ye,195480,4,World,43
0.569,0.637,7,-7.169,1,0.0325,0.18,0.0,0.196,0.161,110.046,2uYbVoZizBq527j4I3rLD7,244139,4,World,48
0.363,0.308,9,-8.335,1,0.0304,0.389,2.43e-06,0.0872,0.0761,147.635,3Nby7PH0S2jJpwDMRkIfcb,342893,4,World,46
0.551,0.833,11,-5.145,1,0.0374,0.215,0.0,0.179,0.324,129.971,1d0uIYuNGbAfgNX0Bm1wKm,271280,4,World,46
0.29,0.379,10,-9.57,1,0.0302,0.345,0.0,0.0864,0.137,135.817,5KNP7zONOFZqOL3ixeWMOQ,419491,4,World,52
0.487,0.281,9,-10.343,1,0.0269,0.893,0.0,0.115,0.235,91.897,5P0VnOO7uBkiCAjvS4xJfG,317205,4,World,46
0.409,0.399,10,-9.495,1,0.0304,0.75,0.0,0.103,0.305,151.742,54Gl2blmiogszPMiKbBmFm,274216,4,World,46
0.224,0.537,0,-7.474,1,0.0413,0.0306,0.0,0.673,0.113,145.866,2rmmBhg4YB9wE6oSdYIcF1,279933,3,World,44
0.364,0.666,0,-6.189,1,0.034,0.107,0.0,0.177,0.0955,138.005,3tLcZK0pGyOEKMsDBV8wgb,599141,4,World,46
0.403,0.62,9,-7.982,1,0.0347,0.183,0.0,0.552,0.236,143.699,4H8aHbObTT2BD16ZUZjD5Y,285560,4,World,45
0.649,0.438,9,-12.859,0,0.0357,0.911,0.759,0.136,0.932,149.897,7Deb4scGmEv4fY2CZcVnSb,122760,4,World,61
0.306,0.295,0,-12.234,1,0.0317,0.676,0.0,0.0869,0.0673,144.018,6KeKRNGrBPCBR9HayonGqk,327097,4,World,46
0.418,0.786,9,-5.257,1,0.0471,0.0105,0.0,0.342,0.0656,139.92,42bdU7oDyRvyRXaKbUrtfu,333080,4,World,49
0.546,0.777,7,-5.842,1,0.0671,0.0343,0.0,0.0829,0.541,102.068,4evZUjbXPrzooKfpEBYWnw,189200,4,World,48
0.376,0.504,11,-8.087,1,0.0273,0.223,1.9e-06,0.556,0.127,139.978,2Ht3ibUwkjZ8UskiTX2IUA,335973,4,World,44
0.3,0.336,6,-8.945,1,0.0442,0.635,0.0,0.183,0.101,82.012,4EI2ZoDrf4ZGlbCOynQyVd,216680,4,World,47
