endTime,artistName,trackName,msPlayed
9/4/2020 12:30,Salt Sea Pirates,Charlie Mops,83336
9/4/2020 12:32,Ian Taylor,Sea Shanty 2,78111
9/4/2020 12:34,Ronnie Drew,I'll Tell Me Ma,150360
9/4/2020 12:34,Ye Banished Privateers,Bring out Your Dead,9769
9/4/2020 12:36,100 gecs,hand crushed by a mallet,126616
9/4/2020 12:36,BONNIE X CLYDE,The Good Life,1323
9/4/2020 12:36,Dr. Fresch,Feedback (feat. Mina Knock),5526
9/4/2020 12:36,Tom Zanetti,Darlin',7948
9/4/2020 12:36,Just A Gent,VIBE,1044
9/4/2020 12:41,Channel Tres,Black Moses (feat. JPEGMAFIA),260224
9/4/2020 12:48,Pivot Gang,Mortal Kombat,256044
9/4/2020 12:49,Danny Towers,Derby,97375
9/6/2020 03:05,Whitney,On My Own,9984
9/6/2020 03:07,Whitney,On My Own,133990
9/6/2020 03:09,Vince Staples,Hell Bound - Ad 01,85972
9/6/2020 03:09,JOYRYDE,DAMN - Bonus Track,1867
9/6/2020 03:12,NEIL FRANCES,Music Sounds Better with You,198305
9/6/2020 03:15,Whitney,Southern Nights,212622
9/6/2020 03:19,Big Sean,Deep Reverence (feat. Nipsey Hussle),230906
9/6/2020 03:23,Leon Bridges,Bad Bad News,207307
9/6/2020 03:26,Anderson .Paak,Come Down,169727
9/6/2020 03:29,Suff Daddy,Paper Proclamation (feat. Mayer Hawthorne) - Pat Van Dyke Remix,212870
9/6/2020 03:32,XXXTENTACION,infinity (888) - feat. Joey Bada$$,176591
9/6/2020 03:35,Armani White,Public School,201750
9/6/2020 03:39,The Internet,Roll (Burbank Funk) - KAYTRANADA Remix,243027
9/6/2020 03:45,Jonti,Animah,301373
9/6/2020 03:47,Orion,P90X,132703
9/6/2020 03:51,Real Estate,Darling,260387
9/6/2020 03:54,"Tyler, The Creator",EARFQUAKE,190067
9/6/2020 03:58,Wu-Tang Clan,C.R.E.A.M.,252187
9/6/2020 04:03,Shabazz Palaces,free press and curl,255573
9/6/2020 04:07,Monki,On Course,244349
9/6/2020 04:09,Yuksek,Always On The Run,140213
9/7/2020 18:50,Yuksek,Always On The Run,4620
9/7/2020 18:54,Red Hot Chili Peppers,Scar Tissue,215906
9/7/2020 19:03,Sam Gellaitry,Flares,15694
9/7/2020 19:07,Tchami,Shades (feat. Donnie Sloan & Ricky Ducati),227769
9/9/2020 17:45,Tchami,Shades (feat. Donnie Sloan & Ricky Ducati),111928
9/9/2020 17:50,Claude VonStroke,Flubblebuddy,268800
9/9/2020 17:55,Dream 2 Science,My Love Turns to Liquid,322992
9/9/2020 18:02,Octave One,AfroTech,442575
9/9/2020 18:06,Golden Features,Raka,229133
9/9/2020 18:09,Wax Motif,Skank N Flex (w/ Scrufizzer),200742
9/9/2020 18:09,The Avalanches,"Wherever You Go (feat. Jamie xx, Neneh Cherry & CLYPSO)",16837
9/9/2020 18:13,FOOLiE,Touch Me,240000
9/10/2020 07:37,The Lonely Island,I Just Had Sex,60821
9/10/2020 07:38,Death Grips,Guillotine,53781
9/11/2020 04:07,Call Her Daddy,69- EPISODE 69 (ft. Chlamydia),1267686
9/11/2020 04:11,Pop Smoke,Mood Swings (feat. Lil Tjay),200010
9/11/2020 04:12,US Military Bands,Taps,31969
9/11/2020 04:13,Pop Smoke,Something Special,43266
9/11/2020 04:17,Tamia,So Into You,261867
9/11/2020 04:20,Tamia,Never Gonna Let You Go,178903
9/11/2020 05:02,Wax Motif,Skank N Flex (w/ Scrufizzer),150677
9/11/2020 05:02,Skrillex,Midnight Hour with Boys Noize & Ty Dolla $ign,1600
9/11/2020 05:04,Skrillex,HUMBLE. - SKRILLEX REMIX,91989
9/11/2020 17:49,Hollaphonic,My Life,746
9/11/2020 17:49,FOOLiE,Touch Me,1920
9/11/2020 17:49,The Avalanches,"Wherever You Go (feat. Jamie xx, Neneh Cherry & CLYPSO)",298
9/11/2020 17:55,Justin Martin,Back to the Jungle - Chris Lorenzo Remix,354193
9/11/2020 17:57,Trafoier,Take Me Home,158723
9/11/2020 18:00,QUIX,Giving Up (feat. Jaden Michaels),72156
9/11/2020 18:39,Bobby Konders,Nervous Acid,300853
9/11/2020 18:47,Paul Funkee,Funkee Acid Noise - Original Mix,456774
9/11/2020 18:53,Shedbug,Cries of War,366962
9/11/2020 18:59,Moby,Go,373000
9/11/2020 19:08,Samual André Madsen,Northwest Cave - Achterbahn D'Amour Remix,553267
9/11/2020 19:16,MATRiXXMAN,Arrival,465312
9/11/2020 19:20,Jim Noizer,Slave to the Rave,244580
9/13/2020 02:35,Madvillain,The Illest Villains,115360
9/13/2020 02:36,CZARFACE,Czarface Intro,76293
9/13/2020 02:40,JAY-Z,Who Gon Stop Me,256706
9/13/2020 04:34,Prince Royce,Stand by Me,6170
9/13/2020 04:34,Vakero,Me Siento Solo,2390
9/13/2020 04:34,Toby Love,Tengo Un Amor (feat. Rakim & Ken-Y) - Remix Version,2720
9/13/2020 04:37,Prince Royce,Corazon Sin Cara,211453
9/13/2020 04:41,Prince Royce,Culpa al Corazón,222080
9/13/2020 04:45,Aventura,Dile al Amor,229360
9/13/2020 04:49,Prince Royce,El Amor Que Perdimos,245640
9/13/2020 04:52,Xtreme,Te Extraño - Bachata Version,212973
9/13/2020 04:56,Romeo Santos,La Diabla,239026
9/13/2020 05:00,Zacarias Ferreira,La Asesina,204733
9/13/2020 05:03,Arcangel,Te Robo - Remix,204126
9/13/2020 05:07,Brytiago,Punto G (feat. Darell),240326
9/13/2020 05:12,Aventura,Obsesion,254720
9/13/2020 05:16,Romeo Santos,Eres Mía,250640
9/13/2020 05:20,Frank Reyes,Tu Eres Ajena,239666
9/13/2020 05:23,Prince Royce,Rechazame,222466
9/13/2020 05:28,Oro Solido,El Baile del Beeper (Version Mexico),289506
9/13/2020 05:33,Mala Fe,La Vaca,255533
9/13/2020 05:37,Fuego,35 Pa Las 12 (feat. J Balvin),246413
9/13/2020 05:41,Casa De Leones,No Te Veo - Digital Single,255986
9/13/2020 05:41,A Tribe Called Quest,Scenario,82203
9/13/2020 05:45,Los Hermanos Rosario,La Dueña Del Swing,259013
9/13/2020 05:53,Luis Vargas,Loco de Amor,472546
9/13/2020 05:58,Elvis Crespo,Suavemente,267000
9/13/2020 06:02,Oro Solido,Abusadora,279893
9/13/2020 06:06,Fuego,Que Buena Tu Ta (feat. Deevani),239426
9/13/2020 06:10,Antony Santos,Voy Pa' lla,223373
9/13/2020 06:14,Arcangel,Original,246360
9/13/2020 06:18,Joe Veras,Se Te Nota,238453
9/13/2020 06:22,J Balvin,Ambiente,248826
9/13/2020 06:27,Geovanny Polanco,La Historia De Un Gran Amor,270093
9/13/2020 06:31,Lil Rob,Summer Nights,269160
9/13/2020 06:35,Oro Solido,Se Encendio el Beeper,202293
9/13/2020 06:39,La Makina,No Me Digas Que No,228893
9/13/2020 06:42,3BallMTY,Inténtalo (feat. América Sierra & El Bebeto),193533
9/13/2020 06:45,Prince Royce,Corazon Sin Cara,211453
9/13/2020 06:48,Plan B,Guatauba,162400
9/13/2020 06:52,Omega,Merengue Electronico (Rompe Consola),231906
9/13/2020 06:54,Tego Calderon,Pa' Que Retozen,151666
9/13/2020 06:59,Elvis Crespo,Tu Sonrisa,274160
9/13/2020 07:03,Kiko Rodriguez,"Vagabundo, Borracho y Loco",269490
9/13/2020 07:07,Daddy Yankee,Gasolina,192600
9/13/2020 07:12,Antony Santos,Donde Estará,299146
9/13/2020 07:16,MDLC,Grupal,270867
9/13/2020 07:25,Alex Rose,Darte Remix,512060
9/13/2020 07:27,Tainy,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",157944
9/13/2020 07:33,Lorna,Papi Chulo... Te Traigo El Mmmm - Extended Version,329493
9/13/2020 07:35,Benny Soliven,Put You On,124865
9/13/2020 07:38,Xtreme,"Shorty, Shorty",174573
9/13/2020 07:42,Aventura,Un Beso,263346
9/13/2020 07:46,Monchy & Alexandra,Dos Locos,246640
9/13/2020 07:50,Farruko,Krippy Kush,230520
9/13/2020 17:40,Romeo Santos,Canalla,131309
9/13/2020 20:00,Gustaff,Unleash,3366
9/13/2020 20:00,Illyus & Barrientos,So Serious - Friend Within Remix,1462
9/13/2020 20:00,A Tribe Called Quest,Scenario,4063
9/13/2020 20:04,Pickle,Sing It,181330
9/13/2020 20:04,Kideko,The Jam,1758
9/13/2020 20:09,Kyle Watson,Vice Versa,186952
9/15/2020 20:54,Golden Features,Raka,229133
9/15/2020 20:57,Wax Motif,Skank N Flex (w/ Scrufizzer),3648
9/15/2020 20:57,Wax Motif,Skank N Flex (w/ Scrufizzer),200742
9/15/2020 20:57,Wax Motif,Krush Groove,9173
9/15/2020 20:57,The Avalanches,"Wherever You Go (feat. Jamie xx, Neneh Cherry & CLYPSO)",6898
9/15/2020 20:58,Wax Motif,WET,17535
9/15/2020 21:00,Wax Motif,Keep Raving,172303
9/15/2020 21:04,Wax Motif,Static Theory,210266
9/15/2020 21:08,Moksi,Boom Shakalaka,178320
9/15/2020 21:15,Chris Lorenzo,Bad Bitch,288750
9/15/2020 21:17,Walker & Royce,My Own Thang,23880
9/16/2020 19:22,Ian Taylor,Sea Shanty 2,128157
9/16/2020 19:22,Reading Rainbow,Reading Rainbow Theme Song,53760
9/16/2020 19:24,Disney Studio Chorus,Yo Ho (A Pirate's Life for Me),102322
9/16/2020 19:25,Charlie's Angels,Seinfeld,54360
9/16/2020 19:25,US Military Bands,Taps,32367
9/16/2020 19:26,Crazy Frog,Axel F,32853
9/16/2020 19:27,The Beatles,Here Comes The Sun - Remastered 2009,44096
9/16/2020 19:28,Neutral Milk Hotel,"Holland, 1945",962
9/16/2020 19:28,Neutral Milk Hotel,In the Aeroplane Over the Sea,22442
9/16/2020 19:29,Neutral Milk Hotel,King of Carrot Flowers Pt. 1,77477
9/16/2020 19:30,Tame Impala,The Less I Know The Better,6375
9/16/2020 19:30,Mac DeMarco,Chamber Of Reflection,18762
9/16/2020 19:30,The Beatles,Hey Jude - Remastered 2015,10384
9/16/2020 19:31,Neutral Milk Hotel,Song Against Sex,54980
9/16/2020 19:31,The Front Bottoms,Flashlight,34282
9/16/2020 19:33,Nana Grizol,Circles 'Round the Moon,108667
9/16/2020 19:36,Nana Grizol,Tambourine - N - Thyme,149107
9/16/2020 19:39,Nana Grizol,Less Than the Air,217200
9/16/2020 19:42,Nana Grizol,Motion in the Ocean,179613
9/16/2020 19:45,Nana Grizol,Voices Echo Down Thee Halls,150453
9/16/2020 19:47,Nana Grizol,Stop and Smell Thee Roses,131787
9/16/2020 19:49,Nana Grizol,Tiny Rainbows,129213
9/16/2020 19:52,Nana Grizol,Everything You Ever Hoped or Worked For,178267
9/16/2020 19:55,Nana Grizol,Broken Cityscapes,175000
9/16/2020 20:00,Nana Grizol,The Idea That Everything Could Ever Possibly Be Said,275280
9/16/2020 20:01,Nana Grizol,Untitled Hidden Track,52973
9/16/2020 20:41,Neutral Milk Hotel,King of Carrot Flowers Pt. 1,2431
9/16/2020 22:29,Neutral Milk Hotel,King of Carrot Flowers Pt. 1,13559
9/18/2020 04:05,Biscits,Do It Like This,0
9/18/2020 04:05,Baauer,3AM,43605
9/18/2020 04:09,RL Grime,Pressure - Valentino Khan Remix,203809
9/18/2020 04:12,Volac,Baby Boy,185280
9/18/2020 04:16,Malaa,We Get Crunk,273170
9/18/2020 04:19,Tough Love,Deep Dark & Dirty,191612
9/18/2020 04:22,Pep & Rash,Bang Beatz,162699
9/18/2020 04:27,LO'99,My Mind,281868
9/18/2020 04:29,Noizu,No More,159840
9/18/2020 04:33,Moksi,Sunshine,237329
9/18/2020 04:36,Croatia Squad,Deep Dish It,204024
9/18/2020 04:40,Walker & Royce,All For the Gram (feat. Sophiegrophy),205054
9/18/2020 04:43,Green Velvet,My Frequency,215500
9/18/2020 04:47,Anti Up,Get That,247791
9/18/2020 04:51,Cool Keedz,For U,246341
9/18/2020 04:54,Julien Tranq,Backpack,198095
9/18/2020 04:59,Tchami,After Life (feat. Stacy Barthe),293332
9/18/2020 05:03,PAX,Rave Me,256935
9/18/2020 05:07,Rivas (BR),Know About,192960
9/18/2020 05:51,Croatia Squad,Rock with Me,21625
9/18/2020 05:55,Mathame,Never Give Up - Diplo Remix,258297
9/18/2020 05:58,twst,Are You Listening? - Hudson Mohawke Remix,188312
9/18/2020 06:01,¿Téo?,Belong in the Sun,194000
9/18/2020 06:04,Big Wild,Pale Blue Dot,176000
9/18/2020 06:07,Louis The Child,Right To It (with Ashe),175444
9/18/2020 06:09,SEBASTIAN PAUL,LUST DRUNK,149042
9/18/2020 06:12,Medasin,Everytime,170884
9/18/2020 06:15,Jadu Heart,Galaxy Surfing,202500
9/18/2020 06:19,Troy Samuela,Fiend,210518
9/18/2020 06:22,99 Neighbors,Ripstick,175284
9/18/2020 06:24,Tony Velour,EURO PLUG,175000
9/18/2020 06:29,Hiatus Kaiyote,Nakamarra (feat. Q-Tip) (feat. Q-Tip),275320
9/18/2020 06:32,Gallant,Weight in Gold - Point Point Remix,176571
9/18/2020 06:35,LP Giobbi,Meet Again,221816
9/18/2020 06:39,JNTHN STEIN,Brang It Up,218542
9/18/2020 06:44,Tennyson,Fault Line,30006
9/18/2020 06:44,MEMBA,Inevitable,286527
9/18/2020 14:52,Tony Velour,EURO PLUG,149
9/18/2020 14:53,Tony Velour,EURO PLUG,30015
9/18/2020 15:59,Tony Velour,EURO PLUG,175000
9/18/2020 16:03,¿Téo?,Belong in the Sun,194000
9/18/2020 16:05,Kacey Musgraves,"A Spoonful Of Sugar - From ""Mary Poppins""",0
9/18/2020 16:05,Sam Smith,Lay Me Down - Flume Remix,15998
9/18/2020 16:05,TV Theme Song Library,Law and Order: Theme From Law and Order,0
9/18/2020 16:05,Weezer,Say It Ain't So,6130
9/18/2020 16:05,Whethan,Hurting on Purpose (feat. K.Flay),129407
9/18/2020 16:05,Beyoncé,Ave Maria,2507
9/18/2020 16:05,"""Weird Al"" Yankovic","Pretty Fly for a Rabbi (Parody of ""Pretty Fly (For a White Guy)"" by Offspring)",1068
9/18/2020 16:05,Céline Dion,"My Heart Will Go On - Love Theme from ""Titanic""",0
9/18/2020 16:06,Rebecca Black,Friday,5642
9/18/2020 16:06,DJ Casper,Cha Cha Slide - Original Live Platinum Band Mix,37405
9/18/2020 16:06,Mr Dooves,Bill Nye the Science Guy,31307
9/18/2020 16:06,Baauer,Harlem Shake,557
9/18/2020 16:06,Aqua,Barbie Girl,2809
9/18/2020 16:07,Kill The Noise,Dolphin On Wheels,0
9/18/2020 16:07,Rob Cantor,Shia LaBeouf Live,557
9/18/2020 16:07,Baauer,Harlem Shake,1184
9/18/2020 16:07,Aqua,Barbie Girl,60673
9/18/2020 16:08,Disclosure,My High (Edit),4249
9/18/2020 16:08,Randy Crenshaw,Perry the Platypus Theme,13978
9/18/2020 16:09,No Rome,1:45AM (feat. Bearface),41447
9/18/2020 16:14,EARTHGANG,Fields (feat. Malik),319066
9/18/2020 16:19,A$AP Rocky,Jukebox Joints (feat. Joe Fox & Kanye West),323960
9/18/2020 16:23,Blu,My World Is...,220786
9/18/2020 16:26,EARTHGANG,Swivel,194613
9/18/2020 16:29,Lil Uzi Vert,Chrome Heart Tags,212821
9/18/2020 16:32,Cozz,My Love,175774
9/18/2020 16:35,A$AP Rocky,Holy Ghost (feat. Joe Fox),191200
9/18/2020 16:37,Dreamville,Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),126554
9/19/2020 02:29,3OH!3,DONTTRUSTME,192573
9/19/2020 02:32,Icona Pop,All Night - Cash Cash Remix; Radio Edit,206250
9/19/2020 02:34,Denzel Curry,SUMO | ZUMO,106708
9/21/2020 00:10,Frédéric Chopin,"Nocturne No.2 In E Flat, Op.9 No.2",273666
9/21/2020 00:11,Frédéric Chopin,Mazurka No.19 In B Minor Opus 30 No.2,89600
9/21/2020 00:15,Frédéric Chopin,"Waltz No.5 in A flat, Op.42 - ""Grande valse""",204213
9/21/2020 00:17,Frédéric Chopin,"12 Etudes, Op.10: No.12 In C Minor ""Revolutionary""",161571
9/21/2020 00:19,Frédéric Chopin,"24 Préludes, Op. 28, C. 166-189: 12. Presto in G-Sharp Minor, C. 177 - Live",71253
9/21/2020 00:21,Frédéric Chopin,Mazurka No.2 in C sharp minor Op.6 No.2,151000
9/21/2020 00:24,Frédéric Chopin,"12 Etudes, Op.10: No.11 In E Flat",157920
9/21/2020 00:26,Franz Schubert,"6 Moments musicaux, Op.94 D.780: N 3 en fa mineur allegro moderato",133360
9/21/2020 00:29,Frédéric Chopin,"12 Etudes, Op.10: No.6 In E Flat Minor",190933
9/21/2020 00:31,Frédéric Chopin,"24 Préludes, Op. 28, C. 166-189: 24. in D Minor",128360
9/21/2020 00:33,Frédéric Chopin,"12 Etudes, Op.10 - Paderewski Edition: No.5 in G flat major",90106
9/21/2020 00:52,Frédéric Chopin,"Piano Sonata No.2 In B Flat Minor, Op.35: 3. Marche funèbre (Lento)",456045
9/21/2020 00:57,Tycho,Montana,326107
9/21/2020 01:01,ODESZA,Across The Room - Tycho Remix,231910
9/21/2020 01:06,Tycho,Send And Receive,293133
9/21/2020 01:09,Tycho,Local,173846
9/21/2020 01:14,Tycho,Dictaphone's Lament,310706
9/21/2020 01:20,Tycho,Cypress,374569
9/21/2020 01:25,Tycho,Ascension - Rob Garza of Thievery Corporation Remix,309475
9/21/2020 01:31,Tycho,Montana,326107
9/21/2020 01:36,Tycho,Stress,305298
9/21/2020 01:41,Tycho,Coastal Brake - Lusine Remix,306428
9/21/2020 01:44,Tycho,Plains,197183
9/21/2020 01:45,Tycho,The Disconnect,35892
9/21/2020 01:50,Moonchild,Ocean Deep,317253
9/21/2020 01:55,Donell Jones,Natural Thang,310400
9/21/2020 01:58,Famous Dex,DMD,148288
9/21/2020 02:01,Mikos Da Gawd,Dancehall (Touch It Baby),204255
9/21/2020 02:04,Madvillain,Cold One,186066
9/21/2020 02:09,50 Cent,Get In My Car,245906
9/21/2020 02:13,3WAY KRU,Shablone,256869
9/21/2020 02:16,Panic! At The Disco,Say Amen (Saturday Night),189186
9/21/2020 02:20,Phairo,Pelican,230217
9/21/2020 02:23,Marco McKinnis,CPR,196173
9/21/2020 02:26,Arthur Verocai,Que mapa?,162720
9/21/2020 02:32,Travis Scott,STOP TRYING TO BE GOD,338438
9/21/2020 02:34,Budgie,So Scared,177731
9/21/2020 02:38,Kali Uchis,Loner,212000
9/21/2020 02:45,Black Loops,Cassette 7,410505
9/21/2020 02:46,emune,Salami Rose,89678
9/21/2020 02:50,Mr. Carmack,Practice What You Preach,218823
9/21/2020 02:53,Marco McKinnis,CPR,196173
9/21/2020 02:57,Trippie Redd,Bust Down,245228
9/21/2020 03:03,Linkwood,R.I.P,355490
9/21/2020 03:08,Sa-ra Creative Partners,Glorious,281293
9/21/2020 03:13,Nas,One Love (feat. Q-Tip),325653
9/21/2020 03:21,Kerri Chandler,Escravos de Jó (Robust Horns),446560
9/21/2020 03:23,Arthur Verocai,Pelas sombras,136773
9/21/2020 03:27,TEK.LUN,Windows,244832
9/21/2020 03:30,Gunna,Spending Addiction,186480
9/21/2020 03:34,Jay Wile,Bluepatio,196241
9/21/2020 03:40,Meek Mill,What's Free (feat. Rick Ross & Jay Z),362839
9/21/2020 03:43,Jay Rock,For What It's Worth,186720
9/21/2020 03:46,Choker,Drift,215189
9/21/2020 03:50,BenjiFlow,Deep End,202360
9/21/2020 03:54,Mansur Brown,Straight To The Point,271293
9/21/2020 03:59,Nelly,Luven Me,247133
9/21/2020 04:01,Piero Umiliani,Ricordandoti,175961
9/21/2020 04:04,Lyric Walls,faded,155524
9/21/2020 04:07,Jon Bap,Don’t Run Into The Dark So Quick,198663
9/21/2020 04:12,Julio Bashmore,Holding On (feat. Sam Dew),282440
9/21/2020 04:13,Tuamie,Sweet Hut,57135
9/21/2020 04:18,KMB,sunset,324519
9/21/2020 04:21,Young Nudy,Hell Shell,162526
9/21/2020 04:24,Aftertheparty,Bargain,162562
9/21/2020 04:26,Sango,O Moto,145846
9/21/2020 04:34,Ginuwine,Final Warning (featuring Aaliyah) (feat. Aaliyah),444026
9/21/2020 04:40,Sade,The Sweetest Taboo - Live,361000
9/21/2020 04:41,Summer Walker,Baby,88186
9/21/2020 04:43,Ckwnce,Yrnn,128811
9/21/2020 04:48,Kamaal Williams,Broken Theme,266880
9/21/2020 04:50,XXXTENTACION,$$$ - with Matt Ox,130403
9/21/2020 04:55,Swizz Beatz,Echo (feat. Nas),305354
9/21/2020 04:58,Bluestaeb,Left & Right,188888
9/21/2020 05:01,Budgie,Want 2 Love U,154338
9/21/2020 05:05,Shyne,Bonnie & Shyne (feat. Barrington Levy),257466
9/21/2020 05:08,Leven Kali,For the Night,151582
9/21/2020 05:14,Joss Moog,Call Me,373109
9/21/2020 05:18,Cozz,Zendaya (feat. J. Cole),258165
9/21/2020 05:22,50 Cent,Ryder Music,231586
9/21/2020 05:26,Naji,Affairs,218947
9/21/2020 05:30,Moodymann,Desire,263653
9/21/2020 13:04,Charlotte Dos Santos,Watching You,27832
9/21/2020 13:09,Bobby Konders,Nervous Acid,300853
9/21/2020 13:17,The Micronauts,Acid Party - Luca Agnelli Remix,444923
9/21/2020 13:21,Joshwa (UK),You're Not Alone - Club Edit,257280
9/21/2020 13:28,Douglas Greed,Dynamit feat. Kuss,391522
9/21/2020 13:35,Johannes Heil,Exile 002 B2,421420
9/21/2020 13:37,A*S*Y*S,Trippin' - Original Mix,145531
9/21/2020 13:43,Douglas Greed,A Club's Gotta Be Dirty,379476
9/21/2020 13:48,Kenny Larkin,Colony,265153
9/21/2020 13:56,Tin Man,Life Is Acid,510906
9/21/2020 14:04,A*S*Y*S,Dark Light - Original Mix,465692
9/21/2020 14:13,Photek,Aleph 1,522666
9/21/2020 14:20,Emmanuel Top,So Cold,441312
9/21/2020 14:26,4Gotten Floor,Sooner or Later - Hard Ton Remix,362559
9/21/2020 14:34,Brtinzz,Now That You're Gone - Original mix,455901
9/21/2020 14:34,Stormzy,Wiley Flow,11221
9/21/2020 14:34,Stormzy,Wiley Flow,5590
9/25/2020 04:39,Ian Taylor,Sea Shanty 2,127880
9/25/2020 04:39,Rav,You Fuckers Were Asking for This One - Boin Edit,3761
9/25/2020 04:42,Nigpro,Gay Nigga Hours,191564
9/25/2020 04:45,Team Clutch,Homo Flow,176634
9/25/2020 04:49,Nas,Doo Rags,243000
9/25/2020 04:53,Nas,Purple,219466
9/25/2020 04:54,Iceboy Ben,Wii Shop,13792
9/25/2020 04:54,Dbangz,Thick Niggas and Anime Tiddies,90331
9/25/2020 13:04,Iceboy Ben,Wii Shop,19760
9/25/2020 13:08,Danny Brown,Really Doe,252238
9/26/2020 18:57,Toro y Moi,drip bounce _ 7_24_18,2972
9/26/2020 19:00,Jlin,"Never Created, Never Destroyed",211710
9/26/2020 19:02,Danny Towers,Derby,110080
9/26/2020 19:16,Just Kiddin,Thinking About It - Fabich & Ferdinand Weber Remix,267983
9/26/2020 19:19,Tony Velour,EURO PLUG,175000
9/26/2020 19:22,Clams Casino,All Nite (feat. Vince Staples),167760
9/26/2020 19:24,Baauer,3AM,15371
9/26/2020 19:24,Clams Casino,All Nite (feat. Vince Staples),2410
9/26/2020 19:34,Clams Casino,All Nite (feat. Vince Staples),165360
9/26/2020 19:36,ZHU,Came For The Low,170150
9/27/2020 03:49,Star Party,Ark,13568
9/27/2020 03:49,Tiësto,Split (Only U),9984
9/27/2020 04:01,Star Party,Ark,180800
9/27/2020 04:04,Matroda,The Movement,186710
9/27/2020 04:07,Julien Tranq,Backpack,198095
9/27/2020 04:10,Chris Lake,Turn off the Lights,3597
9/27/2020 04:10,Diplo,On My Mind,187920
9/27/2020 04:13,Ship Wrek,It's My House (with Dillon Francis),166693
9/27/2020 04:16,Alex Newell,Kill The Lights (Mix Cut) - Audien Remix,205711
9/27/2020 04:17,Martin Solveig,+1 (feat. Sam White) - Radio Edit,27956
9/27/2020 19:08,Ethan Fields,Cooler Than Me,146368
9/28/2020 03:10,Gallant,Weight in Gold - Point Point Remix,176571
9/28/2020 03:14,Tiësto,Split (Only U),256640
9/28/2020 03:17,Tiësto,Wasted,190013
9/28/2020 03:23,Daft Punk,One More Time,320357
9/28/2020 03:26,Tony Velour,EURO PLUG,175000
9/28/2020 03:28,Tchami,Shades (feat. Donnie Sloan & Ricky Ducati),126737
9/29/2020 03:31,Toro y Moi,drip bounce _ 7_24_18,154573
9/29/2020 03:36,Khruangbin,C-Side,283407
9/29/2020 03:40,Durand Jones & The Indications,Don’t You Know,200687
9/29/2020 03:43,Phoebe Bridgers,Kyoto,184534
9/29/2020 03:45,Triathalon,ALONE,163424
9/29/2020 03:49,Bleached,Kiss You Goodbye,195907
9/29/2020 03:53,Nas,Doo Rags,243000
9/29/2020 03:57,Wilco,"Jesus, Etc.",231000
9/29/2020 04:00,Princess Nokia,Kitana,197000
9/29/2020 04:04,Vitreous Humor,Why Are You So Mean To Me?,232200
9/29/2020 04:07,Frank Ocean,Pink + White,184516
9/29/2020 04:10,Toro y Moi,Omaha,196791
9/29/2020 04:13,Khruangbin,Pelota,167973
9/29/2020 04:17,Tamia,So Into You,261867
9/29/2020 04:22,Fiona Apple,Relay,289230
9/29/2020 04:26,Triathalon,YOU,213171
9/29/2020 04:30,Chance the Rapper,Same Drugs,235228
9/29/2020 18:16,Suff Daddy,Paper Proclamation (feat. Mayer Hawthorne) - Pat Van Dyke Remix,212869
9/29/2020 18:23,Romare,Come Close To Me,401125
9/29/2020 18:27,Guts,Stop the Violence,229549
9/29/2020 18:37,Shakewell,Sobriety,167250
9/29/2020 18:37,Jeremih,The Light,9811
9/29/2020 18:38,Mercer,Boss,23475
9/29/2020 18:57,SNBRN,California - Chris Lake & Matroda Remix,305816
9/29/2020 19:00,Wax Motif,Skank N Flex (w/ Scrufizzer),200742
9/29/2020 19:02,Golden Features,Raka,68578
10/2/2020 15:25,Golden Features,Raka,1811
10/2/2020 15:26,Nigpro,Gay Nigga Hours,56261
10/2/2020 15:26,Konix,Here Ye Here Ye,6455
10/2/2020 15:27,Konix,Thomas Jefferson,32066
10/2/2020 15:28,Konix,Minutemaid Man,118886
10/2/2020 15:29,Konix,Here Ye Here Ye,3737
10/2/2020 15:33,Leon Bridges,River,238560
10/2/2020 15:37,Leon Bridges,River,238560
10/2/2020 15:40,Ian Taylor,Sea Shanty 2,127880
10/2/2020 15:43,Hunter Hayes,Wanted,137044
10/2/2020 22:40,Hunter Hayes,Wanted,1160
10/2/2020 22:41,Kanye West,Gold Digger,30720
10/2/2020 22:43,Nito,i miss you,116791
10/2/2020 22:45,Whitney,On My Own,134240
10/2/2020 22:47,Phoebe Bridgers,Kyoto,151000
10/2/2020 23:27,Rex Orange County,Loving Is Easy,155720
10/2/2020 23:29,Toro y Moi,Low Shoulder,112402
10/3/2020 04:14,Panic! At The Disco,High Hopes - Don Diablo Remix,0
10/3/2020 04:14,Tiësto,Grapevine - Tujamo Remix,1137
10/3/2020 04:14,Daft Punk,One More Time,1323
10/3/2020 04:17,A$AP Ferg,Plain Jane,173600
10/3/2020 04:20,Diplo,On My Mind,189268
10/3/2020 04:25,Travis Scott,Antidote,262693
10/3/2020 04:27,JID,151 Rum,156780
10/3/2020 04:30,R3HAB,All Around The World (La La La) - RetroVision Remix,159323
10/3/2020 04:33,The Cardigans,Lovefool,193893
10/3/2020 04:37,SNAP!,"Rhythm Is A Dancer - 7"" Edit",225882
10/3/2020 04:39,Corona,The Rhythm of the Night,143287
10/3/2020 05:12,Corona,The Rhythm of the Night,121010
10/3/2020 05:16,Collage,I'll Be Loving You,261493
10/3/2020 05:20,Shaggy,"Luv Me, Luv Me",215506
